Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 21 2012,Purdue,58,Michigan St.,83,,
Sat Jan 21 2012,Ohio St.,79,Nebraska,45,,
Sun Jan 22 2012,Wisconsin,67,Illinois,63,,
Sun Jan 22 2012,Penn St.,54,Indiana,73,,
Sun Jan 22 2012,Northwestern,52,Minnesota,75,,
Tue Jan 24 2012,Michigan,66,Purdue,64,,
Wed Jan 25 2012,Minnesota,52,Michigan St.,68,,
Wed Jan 25 2012,Penn St.,54,Ohio St.,78,,
Thu Jan 26 2012,Nebraska,79,Iowa,73,,
Thu Jan 26 2012,Indiana,50,Wisconsin,57,,
Sat Jan 28 2012,Illinois,72,Minnesota,77,OT,
Sat Jan 28 2012,Purdue,58,Northwestern,56,,
Sun Jan 29 2012,Iowa,89,Indiana,103,,
Sun Jan 29 2012,Michigan,49,Ohio St.,64,,
Tue Jan 31 2012,Michigan St.,41,Illinois,42,,
Tue Jan 31 2012,Wisconsin,52,Penn St.,46,,
Wed Feb 1 2012,Minnesota,59,Iowa,63,,
Wed Feb 1 2012,Indiana,56,Michigan,68,,
Thu Feb 2 2012,Nebraska,74,Northwestern,84,,
Sat Feb 4 2012,Penn St.,64,Iowa,77,,
Sat Feb 4 2012,Indiana,78,Purdue,61,,
Sat Feb 4 2012,Ohio St.,58,Wisconsin,52,,
Sun Feb 5 2012,Northwestern,74,Illinois,70,,
Sun Feb 5 2012,Michigan,54,Michigan St.,64,,
Sun Feb 5 2012,Minnesota,69,Nebraska,61,,
Tue Feb 7 2012,Purdue,84,Ohio St.,87,,
Wed Feb 8 2012,Penn St.,57,Michigan St.,77,,
Wed Feb 8 2012,Michigan,62,Nebraska,46,,
Thu Feb 9 2012,Illinois,71,Indiana,84,,
Thu Feb 9 2012,Wisconsin,68,Minnesota,61,OT,
Thu Feb 9 2012,Iowa,64,Northwestern,83,,
Sat Feb 11 2012,Michigan St.,58,Ohio St.,48,,
Sat Feb 11 2012,Nebraska,51,Penn St.,67,,
Sun Feb 12 2012,Illinois,61,Michigan,70,,
Sun Feb 12 2012,Northwestern,77,Purdue,87,,
Tue Feb 14 2012,Ohio St.,78,Minnesota,68,,
Wed Feb 15 2012,Purdue,67,Illinois,62,,
Wed Feb 15 2012,Northwestern,66,Indiana,71,,
Thu Feb 16 2012,Wisconsin,55,Michigan St.,69,,
Thu Feb 16 2012,Iowa,64,Penn St.,69,,
Sat Feb 18 2012,Ohio St.,51,Michigan,56,,
Sat Feb 18 2012,Illinois,57,Nebraska,80,,
Sat Feb 18 2012,Minnesota,53,Northwestern,64,,
Sun Feb 19 2012,Indiana,66,Iowa,78,,
Sun Feb 19 2012,Michigan St.,76,Purdue,62,,
Sun Feb 19 2012,Penn St.,55,Wisconsin,65,,
Tue Feb 21 2012,Michigan,67,Northwestern,55,OT,
Tue Feb 21 2012,Illinois,67,Ohio St.,83,,
Wed Feb 22 2012,Michigan St.,66,Minnesota,61,,
Wed Feb 22 2012,Nebraska,65,Purdue,83,,
Thu Feb 23 2012,Wisconsin,66,Iowa,67,,
Sat Feb 25 2012,Purdue,75,Michigan,61,,
Sat Feb 25 2012,Nebraska,34,Michigan St.,62,,
Sat Feb 25 2012,Northwestern,67,Penn St.,66,,
Sun Feb 26 2012,Iowa,54,Illinois,65,,
Sun Feb 26 2012,Indiana,69,Minnesota,50,,
Sun Feb 26 2012,Wisconsin,63,Ohio St.,60,,
Tue Feb 28 2012,Michigan St.,55,Indiana,70,,
Tue Feb 28 2012,Minnesota,45,Wisconsin,52,,
Wed Feb 29 2012,Iowa,62,Nebraska,53,,
Wed Feb 29 2012,Ohio St.,75,Northwestern,73,,
Wed Feb 29 2012,Penn St.,56,Purdue,80,,
Thu Mar 1 2012,Michigan,72,Illinois,61,,
Sat Mar 3 2012,Northwestern,70,Iowa,66,,
Sat Mar 3 2012,Nebraska,69,Minnesota,81,,
Sun Mar 4 2012,Purdue,74,Indiana,85,,
Sun Mar 4 2012,Ohio St.,72,Michigan St.,70,,
Sun Mar 4 2012,Michigan,71,Penn St.,65,,
Sun Mar 4 2012,Illinois,56,Wisconsin,70,,
