Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Sat Jan 14 2017,Minnesota,50,Penn St.,52,,
Sun Jan 15 2017,Rutgers,57,Indiana,76,,
Sun Jan 15 2017,Iowa,54,Northwestern,89,,
Sun Jan 15 2017,Michigan St.,67,Ohio St.,72,,
Tue Jan 17 2017,Illinois,68,Purdue,91,,
Tue Jan 17 2017,Michigan,64,Wisconsin,68,,
Wed Jan 18 2017,Ohio St.,67,Nebraska,66,,
Wed Jan 18 2017,Indiana,78,Penn St.,75,,
Thu Jan 19 2017,Maryland,84,Iowa,76,,
Sat Jan 21 2017,Michigan St.,75,Indiana,82,,
Sat Jan 21 2017,Illinois,57,Michigan,66,,
Sat Jan 21 2017,Wisconsin,78,Minnesota,76,OT,
Sat Jan 21 2017,Penn St.,52,Purdue,77,,
Sat Jan 21 2017,Nebraska,64,Rutgers,65,,
Sun Jan 22 2017,Northwestern,74,Ohio St.,72,,
Tue Jan 24 2017,Rutgers,55,Maryland,67,,
Tue Jan 24 2017,Purdue,84,Michigan St.,73,,
Tue Jan 24 2017,Penn St.,55,Wisconsin,82,,
Wed Jan 25 2017,Iowa,64,Illinois,76,,
Wed Jan 25 2017,Minnesota,72,Ohio St.,78,,
Thu Jan 26 2017,Indiana,60,Michigan,90,,
Thu Jan 26 2017,Nebraska,61,Northwestern,73,,
Sat Jan 28 2017,Ohio St.,72,Iowa,85,,
Sat Jan 28 2017,Maryland,85,Minnesota,78,,
Sat Jan 28 2017,Illinois,67,Penn St.,71,,
Sat Jan 28 2017,Wisconsin,61,Rutgers,54,OT,
Sun Jan 29 2017,Michigan,62,Michigan St.,70,,
Sun Jan 29 2017,Purdue,80,Nebraska,83,,
Sun Jan 29 2017,Indiana,55,Northwestern,68,,
Tue Jan 31 2017,Wisconsin,57,Illinois,43,,
Tue Jan 31 2017,Maryland,77,Ohio St.,71,,
Tue Jan 31 2017,Iowa,83,Rutgers,63,,
Wed Feb 1 2017,Penn St.,102,Indiana,110,3OT,
Wed Feb 1 2017,Northwestern,59,Purdue,80,,
Thu Feb 2 2017,Michigan St.,72,Nebraska,61,,
Sat Feb 4 2017,Minnesota,68,Illinois,59,,
Sat Feb 4 2017,Purdue,73,Maryland,72,,
Sat Feb 4 2017,Ohio St.,70,Michigan,66,,
Sat Feb 4 2017,Rutgers,70,Penn St.,68,,
Sun Feb 5 2017,Nebraska,70,Iowa,81,,
Sun Feb 5 2017,Indiana,60,Wisconsin,65,,
Tue Feb 7 2017,Michigan St.,57,Michigan,86,,
Tue Feb 7 2017,Illinois,68,Northwestern,61,,
Tue Feb 7 2017,Maryland,64,Penn St.,70,,
Wed Feb 8 2017,Iowa,89,Minnesota,101,2OT,
Wed Feb 8 2017,Rutgers,64,Ohio St.,70,,
Thu Feb 9 2017,Purdue,69,Indiana,64,,
Thu Feb 9 2017,Wisconsin,70,Nebraska,69,OT,
Sat Feb 11 2017,Penn St.,83,Illinois,70,,
Sat Feb 11 2017,Ohio St.,77,Maryland,86,,
Sat Feb 11 2017,Iowa,66,Michigan St.,77,,
Sat Feb 11 2017,Minnesota,72,Rutgers,63,,
Sun Feb 12 2017,Michigan,75,Indiana,63,,
Sun Feb 12 2017,Northwestern,66,Wisconsin,59,,
Tue Feb 14 2017,Ohio St.,66,Michigan St.,74,,
Tue Feb 14 2017,Penn St.,66,Nebraska,82,,
Tue Feb 14 2017,Rutgers,55,Purdue,74,,
Wed Feb 15 2017,Indiana,74,Minnesota,75,,
Wed Feb 15 2017,Maryland,74,Northwestern,64,,
Thu Feb 16 2017,Wisconsin,58,Michigan,64,,
Sat Feb 18 2017,Illinois,70,Iowa,66,,
Sat Feb 18 2017,Rutgers,65,Northwestern,69,,
Sat Feb 18 2017,Nebraska,58,Ohio St.,57,,
Sat Feb 18 2017,Michigan St.,63,Purdue,80,,
Sun Feb 19 2017,Michigan,78,Minnesota,83,OT,
Sun Feb 19 2017,Maryland,60,Wisconsin,71,,
Tue Feb 21 2017,Northwestern,50,Illinois,66,,
Tue Feb 21 2017,Indiana,90,Iowa,96,OT,
Tue Feb 21 2017,Purdue,74,Penn St.,70,OT,
Wed Feb 22 2017,Minnesota,89,Maryland,75,,
Wed Feb 22 2017,Michigan,68,Rutgers,64,,
Thu Feb 23 2017,Nebraska,72,Michigan St.,88,,
Thu Feb 23 2017,Wisconsin,73,Ohio St.,83,,
Sat Feb 25 2017,Northwestern,62,Indiana,63,,
Sat Feb 25 2017,Iowa,83,Maryland,69,,
Sat Feb 25 2017,Purdue,70,Michigan,82,,
Sat Feb 25 2017,Penn St.,71,Minnesota,81,,
Sun Feb 26 2017,Wisconsin,74,Michigan St.,84,,
Sun Feb 26 2017,Illinois,73,Nebraska,57,,
Tue Feb 28 2017,Ohio St.,71,Penn St.,70,,
Tue Feb 28 2017,Indiana,75,Purdue,86,,
Tue Feb 28 2017,Maryland,79,Rutgers,59,,
Wed Mar 1 2017,Michigan St.,70,Illinois,73,,
Wed Mar 1 2017,Michigan,65,Northwestern,67,,
Thu Mar 2 2017,Nebraska,73,Minnesota,88,,
Thu Mar 2 2017,Iowa,59,Wisconsin,57,,
Sat Mar 4 2017,Michigan St.,60,Maryland,63,,
Sat Mar 4 2017,Indiana,96,Ohio St.,92,,
Sat Mar 4 2017,Illinois,59,Rutgers,62,,
Sun Mar 5 2017,Penn St.,79,Iowa,90,,
Sun Mar 5 2017,Michigan,93,Nebraska,57,,
Sun Mar 5 2017,Purdue,69,Northwestern,65,,
Sun Mar 5 2017,Minnesota,49,Wisconsin,66,,
