Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Feb 11 2010,Michigan,71,Minnesota,63,,
Sat Feb 13 2010,Michigan St.,65,Penn St.,54,,
Sat Feb 13 2010,Iowa,40,Purdue,63,,
Sat Feb 13 2010,Indiana,55,Wisconsin,83,,
Sun Feb 14 2010,Ohio St.,72,Illinois,53,,
Sun Feb 14 2010,Minnesota,74,Northwestern,77,OT,
Tue Feb 16 2010,Michigan St.,72,Indiana,58,,
Tue Feb 16 2010,Michigan,80,Iowa,78,OT,
Wed Feb 17 2010,Penn St.,81,Northwestern,70,,
Wed Feb 17 2010,Purdue,60,Ohio St.,57,,
Thu Feb 18 2010,Wisconsin,52,Minnesota,68,,
Sat Feb 20 2010,Penn St.,55,Michigan,51,,
Sat Feb 20 2010,Indiana,58,Minnesota,81,,
Sat Feb 20 2010,Illinois,65,Purdue,75,,
Sun Feb 21 2010,Ohio St.,74,Michigan St.,67,,
Sun Feb 21 2010,Northwestern,63,Wisconsin,70,,
Tue Feb 23 2010,Illinois,51,Michigan,44,,
Wed Feb 24 2010,Purdue,59,Minnesota,58,,
Wed Feb 24 2010,Ohio St.,75,Penn St.,67,,
Thu Feb 25 2010,Wisconsin,78,Indiana,46,,
Thu Feb 25 2010,Iowa,57,Northwestern,74,,
Sat Feb 27 2010,Minnesota,62,Illinois,60,,
Sat Feb 27 2010,Michigan,55,Ohio St.,66,,
Sun Feb 28 2010,Indiana,57,Iowa,73,,
Sun Feb 28 2010,Northwestern,60,Penn St.,79,,
Sun Feb 28 2010,Michigan St.,53,Purdue,44,,
Tue Mar 2 2010,Minnesota,55,Michigan,83,,
Tue Mar 2 2010,Illinois,57,Ohio St.,73,,
Wed Mar 3 2010,Indiana,55,Purdue,74,,
Wed Mar 3 2010,Iowa,40,Wisconsin,67,,
Thu Mar 4 2010,Penn St.,65,Michigan St.,67,,
Sat Mar 6 2010,Northwestern,80,Indiana,88,OT,
Sat Mar 6 2010,Purdue,64,Penn St.,60,,
Sun Mar 7 2010,Wisconsin,72,Illinois,57,,
Sun Mar 7 2010,Michigan,48,Michigan St.,64,,
Sun Mar 7 2010,Iowa,53,Minnesota,88,,
