Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Jan 22 2009,Purdue,70,Minnesota,62,,
Sat Jan 24 2009,Wisconsin,57,Illinois,64,,
Sat Jan 24 2009,Northwestern,59,Michigan,68,,
Sat Jan 24 2009,Iowa,59,Penn St.,63,,
Sun Jan 25 2009,Minnesota,67,Indiana,63,,
Sun Jan 25 2009,Michigan St.,78,Ohio St.,67,,
Tue Jan 27 2009,Purdue,64,Wisconsin,63,,
Wed Jan 28 2009,Indiana,75,Northwestern,77,,
Wed Jan 28 2009,Michigan,54,Ohio St.,72,,
Thu Jan 29 2009,Michigan St.,71,Iowa,56,,
Thu Jan 29 2009,Illinois,36,Minnesota,59,,
Sat Jan 31 2009,Ohio St.,93,Indiana,81,,
Sat Jan 31 2009,Wisconsin,63,Northwestern,66,,
Sat Jan 31 2009,Michigan,49,Purdue,67,,
Sun Feb 1 2009,Iowa,54,Illinois,62,,
Sun Feb 1 2009,Penn St.,72,Michigan St.,68,,
Tue Feb 3 2009,Purdue,72,Ohio St.,80,OT,
Wed Feb 4 2009,Iowa,60,Indiana,68,,
Wed Feb 4 2009,Minnesota,47,Michigan St.,76,,
Thu Feb 5 2009,Penn St.,51,Michigan,71,,
Thu Feb 5 2009,Illinois,50,Wisconsin,63,,
Sat Feb 7 2009,Northwestern,51,Iowa,56,,
Sat Feb 7 2009,Indiana,47,Michigan St.,75,,
Sat Feb 7 2009,Minnesota,58,Ohio St.,64,,
Sun Feb 8 2009,Purdue,48,Illinois,66,,
Sun Feb 8 2009,Wisconsin,54,Penn St.,44,,
Tue Feb 10 2009,Michigan St.,54,Michigan,42,,
Tue Feb 10 2009,Indiana,54,Minnesota,62,,
Wed Feb 11 2009,Penn St.,47,Purdue,61,,
Wed Feb 11 2009,Iowa,52,Wisconsin,69,,
Thu Feb 12 2009,Illinois,60,Northwestern,59,,
Sat Feb 14 2009,Purdue,49,Iowa,45,,
Sat Feb 14 2009,Minnesota,63,Penn St.,68,,
Sat Feb 14 2009,Ohio St.,50,Wisconsin,55,,
Sun Feb 15 2009,Illinois,65,Indiana,52,,
Sun Feb 15 2009,Michigan,70,Northwestern,67,OT,
Tue Feb 17 2009,Michigan St.,54,Purdue,72,,
Wed Feb 18 2009,Penn St.,38,Illinois,33,,
Wed Feb 18 2009,Ohio St.,69,Northwestern,72,,
Thu Feb 19 2009,Wisconsin,68,Indiana,51,,
Thu Feb 19 2009,Minnesota,62,Michigan,74,,
Sat Feb 21 2009,Indiana,67,Purdue,81,,
Sun Feb 22 2009,Michigan,60,Iowa,70,OT,
Sun Feb 22 2009,Wisconsin,50,Michigan St.,61,,
Sun Feb 22 2009,Northwestern,45,Minnesota,72,,
Sun Feb 22 2009,Illinois,70,Ohio St.,68,,
Tue Feb 24 2009,Penn St.,59,Ohio St.,73,,
Wed Feb 25 2009,Northwestern,75,Indiana,53,,
Wed Feb 25 2009,Iowa,54,Michigan St.,62,,
Thu Feb 26 2009,Minnesota,41,Illinois,52,,
Thu Feb 26 2009,Purdue,78,Michigan,87,,
Sat Feb 28 2009,Iowa,49,Northwestern,55,,
Sat Feb 28 2009,Indiana,58,Penn St.,61,,
Sat Feb 28 2009,Ohio St.,50,Purdue,75,,
Sun Mar 1 2009,Michigan St.,74,Illinois,66,,
Sun Mar 1 2009,Michigan,55,Wisconsin,60,,
Tue Mar 3 2009,Michigan St.,64,Indiana,59,,
Tue Mar 3 2009,Ohio St.,60,Iowa,58,,
Wed Mar 4 2009,Wisconsin,46,Minnesota,51,,
Wed Mar 4 2009,Northwestern,64,Purdue,61,,
Thu Mar 5 2009,Illinois,63,Penn St.,64,,
Sat Mar 7 2009,Penn St.,67,Iowa,75,2OT,
Sat Mar 7 2009,Michigan,67,Minnesota,64,,
Sun Mar 8 2009,Purdue,51,Michigan St.,62,,
Sun Mar 8 2009,Northwestern,47,Ohio St.,52,,
Sun Mar 8 2009,Indiana,61,Wisconsin,85,,
