Date,Visitor/Neutral,PTS,Home/Neutral,PTS,OT,Notes
Thu Feb 17 2011,Iowa,70,Northwestern,73,,
Thu Feb 17 2011,Minnesota,63,Penn St.,66,,
Sat Feb 19 2011,Northwestern,70,Indiana,64,,
Sat Feb 19 2011,Michigan,75,Iowa,72,OT,
Sat Feb 19 2011,Illinois,57,Michigan St.,61,,
Sun Feb 20 2011,Ohio St.,63,Purdue,76,,
Sun Feb 20 2011,Penn St.,66,Wisconsin,76,,
Tue Feb 22 2011,Michigan St.,53,Minnesota,48,,
Tue Feb 22 2011,Illinois,70,Ohio St.,89,,
Wed Feb 23 2011,Purdue,72,Indiana,61,,
Wed Feb 23 2011,Wisconsin,53,Michigan,52,,
Thu Feb 24 2011,Penn St.,66,Northwestern,52,,
Sat Feb 26 2011,Iowa,68,Illinois,81,,
Sat Feb 26 2011,Michigan,70,Minnesota,63,,
Sun Feb 27 2011,Purdue,67,Michigan St.,47,,
Sun Feb 27 2011,Indiana,61,Ohio St.,82,,
Sun Feb 27 2011,Northwestern,63,Wisconsin,78,,
Tue Mar 1 2011,Ohio St.,82,Penn St.,61,,
Tue Mar 1 2011,Illinois,67,Purdue,75,,
Wed Mar 2 2011,Iowa,66,Michigan St.,85,,
Wed Mar 2 2011,Minnesota,57,Northwestern,68,,
Thu Mar 3 2011,Wisconsin,77,Indiana,67,,
Sat Mar 5 2011,Indiana,48,Illinois,72,,
Sat Mar 5 2011,Purdue,65,Iowa,67,,
Sat Mar 5 2011,Michigan St.,63,Michigan,70,,
Sun Mar 6 2011,Penn St.,66,Minnesota,63,,
Sun Mar 6 2011,Wisconsin,65,Ohio St.,93,,
